2020,1,1,0.606567516,0.578794471,0.552768597,0.545826983,0.542053057,0.54077751,0.560604713,0.591211213,0.615814732,0.631941442,0.643597408,0.649612878,0.649384293,0.651952745,0.6496699,0.64935876,0.664785494,0.685771196,0.691419408,0.704099883,0.698492595,0.682797243,0.652585125,0.625186743
2020,1,2,0.608805137,0.577224277,0.563063347,0.559641491,0.564706026,0.583241472,0.643985036,0.707666339,0.758943391,0.769144218,0.770790667,0.769200862,0.767432207,0.772195918,0.779775737,0.779648164,0.78817941,0.786231617,0.781581313,0.801759747,0.785397382,0.748972266,0.700344257,0.66583105
2020,1,3,0.618488001,0.580654605,0.559597247,0.559176458,0.562459933,0.583658496,0.64360849,0.7055125,0.750969102,0.763712551,0.766986617,0.763677883,0.762545589,0.769328525,0.765529143,0.779043808,0.785151044,0.773638057,0.746567301,0.758729084,0.745986262,0.726613944,0.685277735,0.655438398
2020,1,4,0.585049831,0.553286347,0.53495706,0.53412207,0.537194681,0.540205161,0.563774283,0.609116886,0.653425966,0.67373986,0.678201927,0.680974401,0.683774182,0.685228059,0.693794427,0.703025888,0.717344637,0.729215117,0.728643741,0.755144372,0.743674273,0.724724628,0.686401723,0.657768272
2020,1,5,0.610621027,0.575835766,0.558543861,0.550689125,0.551073201,0.54861436,0.579035667,0.616280662,0.660472071,0.694096844,0.712419546,0.717946449,0.706546704,0.696801181,0.690445056,0.690956668,0.698783775,0.715080546,0.731050808,0.74374352,0.732273421,0.709781425,0.664404884,0.637216426
2020,1,6,0.598072653,0.568095876,0.555337578,0.549514304,0.553780563,0.579584275,0.646319617,0.70875738,0.750039035,0.763491331,0.759920744,0.748328011,0.747816076,0.749143811,0.75046168,0.754076026,0.762668462,0.76238594,0.752384927,0.761862883,0.733538613,0.712423832,0.669744297,0.642092689
2020,1,7,0.59759444,0.56504021,0.543750335,0.540659839,0.545174618,0.570373975,0.628870505,0.688135873,0.727818151,0.737343079,0.736000699,0.734137899,0.737818796,0.75013036,0.753859061,0.759700673,0.763184329,0.761761816,0.753324407,0.770478241,0.75201287,0.725007978,0.680087999,0.650403045
2020,1,8,0.604796811,0.564548819,0.547347285,0.542478553,0.546357912,0.567113093,0.624721916,0.686096879,0.72950884,0.744090772,0.742732389,0.742332468,0.750578978,0.759702143,0.764391035,0.770885953,0.778430651,0.778473841,0.770765989,0.790822987,0.771856811,0.748130688,0.698576376,0.659523915
2020,1,9,0.608805137,0.577224277,0.563063347,0.559641491,0.564706026,0.583241472,0.643985036,0.707666339,0.758943391,0.769144218,0.770790667,0.769200862,0.767432207,0.772195918,0.779775737,0.779648164,0.78817941,0.786231617,0.781581313,0.801759747,0.785397382,0.748972266,0.700344257,0.66583105
2020,1,10,0.618488001,0.580654605,0.559597247,0.559176458,0.562459933,0.583658496,0.64360849,0.7055125,0.750969102,0.763712551,0.766986617,0.763677883,0.762545589,0.769328525,0.765529143,0.779043808,0.785151044,0.773638057,0.746567301,0.758729084,0.745986262,0.726613944,0.685277735,0.655438398
2020,1,11,0.608766541,0.57021112,0.55016102,0.547035694,0.545750733,0.551896894,0.585314561,0.636692245,0.681244197,0.703628148,0.707933008,0.708527166,0.702999647,0.70623176,0.704361231,0.712164644,0.723696958,0.729352556,0.728639976,0.754357393,0.733772071,0.714277376,0.678686309,0.653116054
2020,1,12,0.60806146,0.571589276,0.55049897,0.546631849,0.547251266,0.542647999,0.571142335,0.611271667,0.649318798,0.678844874,0.69031445,0.69252493,0.696811123,0.70451283,0.714784007,0.728634739,0.742828286,0.760396839,0.762181696,0.782485331,0.763265929,0.734415964,0.686349948,0.649026771
2020,1,13,0.6040569,0.573563315,0.559863653,0.556573588,0.560967872,0.584700585,0.654132933,0.732491975,0.784780052,0.802120178,0.818809615,0.830596584,0.837419753,0.84869864,0.855165768,0.8602204,0.862776812,0.844210189,0.819487194,0.827496623,0.807396104,0.768000045,0.7130649,0.672239852
2020,1,14,0.621817603,0.585271051,0.568558085,0.564366194,0.565332033,0.591408741,0.664254473,0.740364598,0.792278011,0.811624183,0.824176328,0.834290494,0.847358667,0.858521767,0.861785435,0.86663485,0.862565947,0.841618616,0.815272709,0.826126939,0.797100412,0.763907938,0.708796759,0.664721182
2020,1,15,0.617758444,0.58857053,0.572033599,0.56307935,0.567590364,0.589300087,0.65965403,0.728595672,0.778088841,0.795350834,0.799931513,0.807680975,0.818831591,0.834391799,0.848075418,0.859045578,0.860131581,0.838620373,0.8115515,0.8288343,0.805773194,0.772916786,0.714240663,0.673236756
2020,1,16,0.625279938,0.589923269,0.570111335,0.567371026,0.573846665,0.596080728,0.665609095,0.733809884,0.77747413,0.803254521,0.816928771,0.825020889,0.839062432,0.85023118,0.875257287,0.882712396,0.884944979,0.868973695,0.852051778,0.866507664,0.840032232,0.795229923,0.727749228,0.684014425
2020,1,17,0.641050599,0.602518712,0.582783028,0.579430833,0.583598249,0.610737756,0.683229535,0.754381499,0.807686248,0.824163144,0.828381398,0.837206838,0.834410214,0.845615675,0.849289777,0.856682756,0.854790285,0.831995999,0.796905768,0.810244256,0.788836183,0.764697742,0.718271581,0.680788373
2020,1,18,0.630764321,0.592694643,0.570637557,0.569315883,0.568708704,0.572774452,0.604678406,0.649947583,0.696668436,0.724698686,0.733610578,0.733859256,0.727580528,0.738078084,0.751368213,0.761252981,0.771698019,0.768748615,0.75675097,0.785607834,0.767328853,0.741112823,0.698804186,0.672501551
2020,1,19,0.626272135,0.588876473,0.571052698,0.563991531,0.562232123,0.561465853,0.585628035,0.624783998,0.665266435,0.697881125,0.713671559,0.726109952,0.754065788,0.774551209,0.788006078,0.802593897,0.813623522,0.824490509,0.822379062,0.837329164,0.816102774,0.780329082,0.720826442,0.68019249
2020,1,20,0.63748848,0.60628699,0.58944035,0.583891954,0.588935779,0.611594397,0.690194683,0.778935081,0.842150504,0.885828096,0.919060112,0.944431897,0.97387038,0.983080151,0.988709464,0.99368408,0.992227461,0.981048658,0.955327817,0.956866314,0.903709819,0.839971044,0.753043663,0.698418227
2020,1,21,0.644164629,0.607715979,0.587711065,0.579508025,0.584407821,0.607577599,0.676433833,0.751242993,0.801757541,0.821606401,0.825803945,0.832353168,0.843766425,0.858367384,0.869964942,0.880697878,0.880717316,0.855808728,0.833118136,0.845773194,0.817515761,0.777207521,0.719519829,0.674444525
2020,1,22,0.628999265,0.594904023,0.57730241,0.57186133,0.582701129,0.602913143,0.674701724,0.748756852,0.797527995,0.816255691,0.830070204,0.839092389,0.852211396,0.872240256,0.890431124,0.907442012,0.915326542,0.890842509,0.862052823,0.872073005,0.844291902,0.805131184,0.73995777,0.696945935
2020,1,23,0.64890816,0.612327719,0.592631572,0.587788257,0.594631028,0.620223875,0.69224309,0.767103084,0.823033295,0.848835338,0.867034721,0.888242856,0.913479092,0.924006772,0.917419072,0.898539539,0.893281694,0.877852635,0.879100914,0.893575628,0.862969493,0.814775452,0.743980216,0.699580811
2020,1,24,0.650466116,0.618303494,0.602097923,0.595194905,0.6030214,0.629254374,0.704462928,0.779407645,0.830394757,0.85468497,0.855845676,0.850814246,0.855870475,0.859441479,0.858394644,0.856875735,0.859700437,0.836847786,0.805098454,0.830970254,0.80911221,0.779413135,0.729801401,0.688684529
2020,1,25,0.63920741,0.601920005,0.587069997,0.576637808,0.581273081,0.585662659,0.619385327,0.666100438,0.716242206,0.744379771,0.752652477,0.752166891,0.763218664,0.780343418,0.790666371,0.804976488,0.811856583,0.816435262,0.803529201,0.817439096,0.800611698,0.775976217,0.726564993,0.692238176
