Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,
2036,7,25,0.603707828,0.576162753,0.529917455,0.49702859,0.489894197,0.517615993,0.589797419,0.659976496,0.717190545,0.677167277,0.610556415,0.541896301,0.501326791,0.479637072,0.474547233,0.490563862,0.537140419,0.671427102,0.766229605,0.74929413,0.720618189,0.671684886,0.663594028,0.64211611,,
2036,7,26,0.614196501,0.58145081,0.534965423,0.498695985,0.485735377,0.486697231,0.515422523,0.576839773,0.635326453,0.620058281,0.553266198,0.499102072,0.453334458,0.426397994,0.417671089,0.439934147,0.50414217,0.623152552,0.728361549,0.704863813,0.673308751,0.635426919,0.628983929,0.61578323,,
2036,7,27,0.579087326,0.541063802,0.49506057,0.468686497,0.45940585,0.458935496,0.473163975,0.52312108,0.592554619,0.59314304,0.569352258,0.531148378,0.500123597,0.486666172,0.48741751,0.524146681,0.611797333,0.730483321,0.798603362,0.776410542,0.731170415,0.65668845,0.620677368,0.592155068,,
2036,7,28,0.561409725,0.541369233,0.504654137,0.484877618,0.485398501,0.519589216,0.603578196,0.69873811,0.745185735,0.697678145,0.629860563,0.56515175,0.525054445,0.503828772,0.495410631,0.50785824,0.566880816,0.743844564,0.860640884,0.843011638,0.801095974,0.718828757,0.675187915,0.634702456,,
2036,7,29,0.607454521,0.582727159,0.541506326,0.504915775,0.495667359,0.527138365,0.610466874,0.723374655,0.732839965,0.660013328,0.592907536,0.534582576,0.502292131,0.487429443,0.488671679,0.508338567,0.559544896,0.72760315,0.834204825,0.818620839,0.775635223,0.701351081,0.66730365,0.630543652,,
2036,7,30,0.603613523,0.576192965,0.537107212,0.500133482,0.492775031,0.52516073,0.61009659,0.7217088,0.737612832,0.663561462,0.590867711,0.528832924,0.494998389,0.475242937,0.479638005,0.497688292,0.547671384,0.698730357,0.803114346,0.780348538,0.749873298,0.682113406,0.649346042,0.627345609,,
2036,7,31,0.605995919,0.584621098,0.542936363,0.508804566,0.502831009,0.535842094,0.618421717,0.724195394,0.74135713,0.671393934,0.603017421,0.543016712,0.502216021,0.484132729,0.481571294,0.495200373,0.551943193,0.70630459,0.822729955,0.812164863,0.78175983,0.704635658,0.670712121,0.638781251,,
2036,8,1,0.610235785,0.580424762,0.538792965,0.503629567,0.497304682,0.524748707,0.606116165,0.701935825,0.710161466,0.642321995,0.572600612,0.511067739,0.477797234,0.458789561,0.455876971,0.472533715,0.519143023,0.644527849,0.744841102,0.733682276,0.700484388,0.654228055,0.656191428,0.636657705,,
2036,8,2,0.611963573,0.581243786,0.535913871,0.497516189,0.486870098,0.488060613,0.516580578,0.575256647,0.602260349,0.569787605,0.514808919,0.458257476,0.419610439,0.394602283,0.388984751,0.409886742,0.464271166,0.570351225,0.681166895,0.676356699,0.650627513,0.623111245,0.618350504,0.609165712,,
2036,8,3,0.573486414,0.544489402,0.502178414,0.477061003,0.473324239,0.472881297,0.4897991,0.543760463,0.579280542,0.553286511,0.505761679,0.456540499,0.421195972,0.398075081,0.39049196,0.411069553,0.467642251,0.573838658,0.704838186,0.715424844,0.689444187,0.638817206,0.617668282,0.593404665,,
2036,8,4,0.560936896,0.5366931,0.499691125,0.478223529,0.47848641,0.50780716,0.598302585,0.690198223,0.692747648,0.624783268,0.563087772,0.50754055,0.471365816,0.456637981,0.454974774,0.46956184,0.519118473,0.677702047,0.794001302,0.787369921,0.749374906,0.679869346,0.651574874,0.630477718,,
2036,8,5,0.606587203,0.584486887,0.541955976,0.505425247,0.497732417,0.523663747,0.604184483,0.696989049,0.701249485,0.640967011,0.57814157,0.522458863,0.49089857,0.479439046,0.479244283,0.491544315,0.533595476,0.680852137,0.794164643,0.789415775,0.75762976,0.686233856,0.651945661,0.62604966,,
